year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,12,15,1816,1820,-4,2128,2145,-17,AA,119,N3BAAA,EWR,LAX,338,2454,18,20,2013-12-15T23:00:00Z
2013,1,23,849,840,9,1155,1204,-9,B6,553,N571JB,EWR,RSW,159,1068,8,40,2013-01-23T13:00:00Z
2013,6,2,654,700,-6,807,830,-23,UA,1603,N77258,LGA,ORD,115,733,7,0,2013-06-02T11:00:00Z
2013,5,8,857,900,-3,1130,1210,-40,UA,112,N37420,EWR,SEA,301,2402,9,0,2013-05-08T13:00:00Z
2013,4,4,1203,1210,-7,1345,1355,-10,MQ,4431,N723MQ,LGA,RDU,75,431,12,10,2013-04-04T16:00:00Z
2013,11,1,920,925,-5,1153,1207,-14,9E,4065,N8886A,LGA,SDF,116,659,9,25,2013-11-01T13:00:00Z
2013,1,6,1919,1906,13,2139,2115,24,EV,4627,N27962,EWR,CLT,109,529,19,6,2013-01-07T00:00:00Z
2013,7,31,2111,2100,11,3,12,-9,DL,2065,N3741S,JFK,FLL,140,1069,21,0,2013-08-01T01:00:00Z
2013,3,3,630,631,-1,741,740,1,B6,1002,N821JB,JFK,BOS,39,187,6,31,2013-03-03T11:00:00Z
2013,9,6,902,910,-8,1133,1215,-42,AA,1121,N3HWAA,LGA,DFW,176,1389,9,10,2013-09-06T13:00:00Z
2013,2,24,1619,1620,-1,2007,2003,4,US,35,N523UW,JFK,PHX,304,2153,16,20,2013-02-24T21:00:00Z
2013,9,7,1502,1505,-3,1807,1830,-23,AA,145,N5EYAA,JFK,MIA,142,1089,15,5,2013-09-07T19:00:00Z
2013,4,9,1421,1300,81,1652,1556,56,DL,1685,N966DL,LGA,MCO,126,950,13,0,2013-04-09T17:00:00Z
2013,10,3,2037,1930,67,2319,2233,46,UA,1115,N37434,EWR,TPA,134,997,19,30,2013-10-03T23:00:00Z
2013,10,4,915,920,-5,1230,1220,10,VX,407,N622VA,JFK,LAX,335,2475,9,20,2013-10-04T13:00:00Z
2013,2,8,925,929,-4,1103,1044,19,EV,4636,N17159,EWR,DCA,40,199,9,29,2013-02-08T14:00:00Z
2013,5,12,1555,1555,0,1713,1715,-2,MQ,4622,N525MQ,LGA,BNA,115,764,15,55,2013-05-12T19:00:00Z
2013,4,17,1259,1300,-1,1557,1615,-18,VX,165,N642VA,EWR,LAX,338,2454,13,0,2013-04-17T17:00:00Z
2013,11,5,1642,1615,27,1859,1845,14,MQ,3357,N508MQ,LGA,ATL,115,762,16,15,2013-11-05T21:00:00Z
2013,2,8,NA,1930,NA,NA,2151,NA,9E,3798,NA,JFK,CLT,NA,541,19,30,2013-02-09T00:00:00Z
2013,11,7,1829,1830,-1,2058,2052,6,9E,2954,N825AY,JFK,CHS,108,636,18,30,2013-11-07T23:00:00Z
2013,11,10,1135,1145,-10,1424,1433,-9,UA,1180,N33103,EWR,MCO,139,937,11,45,2013-11-10T16:00:00Z
2013,2,4,600,610,-10,814,818,-4,EV,4941,N758EV,EWR,MSP,165,1008,6,10,2013-02-04T11:00:00Z
2013,12,5,1420,1326,54,1712,1628,44,B6,1401,N509JB,JFK,FLL,154,1069,13,26,2013-12-05T18:00:00Z
2013,2,10,1910,1910,0,2034,2055,-21,MQ,4569,N722MQ,LGA,RDU,62,431,19,10,2013-02-11T00:00:00Z
2013,10,11,2220,2134,46,32,2,30,DL,1543,N704X,JFK,ATL,95,760,21,34,2013-10-12T01:00:00Z
2013,3,25,809,805,4,1053,1052,1,EV,5079,N391CA,LGA,JAX,125,833,8,5,2013-03-25T12:00:00Z
2013,10,23,1119,1129,-10,1410,1405,5,B6,127,N623JB,EWR,MCO,149,937,11,29,2013-10-23T15:00:00Z
2013,6,15,1635,1640,-5,1759,1815,-16,MQ,2949,N922MQ,JFK,BNA,110,765,16,40,2013-06-15T20:00:00Z
2013,12,27,640,645,-5,847,900,-13,9E,3769,N8888D,EWR,CVG,105,569,6,45,2013-12-27T11:00:00Z
2013,8,28,1721,1725,-4,1954,2022,-28,DL,2037,N399DA,EWR,SLC,252,1969,17,25,2013-08-28T21:00:00Z
2013,7,12,1815,1817,-2,2042,2058,-16,UA,1442,N76502,EWR,DFW,169,1372,18,17,2013-07-12T22:00:00Z
2013,11,10,1608,1610,-2,1811,1819,-8,EV,4352,N12957,EWR,CVG,101,569,16,10,2013-11-10T21:00:00Z
2013,9,22,1256,1259,-3,1522,1533,-11,DL,781,N996DL,LGA,ATL,111,762,12,59,2013-09-22T16:00:00Z
2013,9,17,1021,1020,1,1252,1309,-17,B6,53,N661JB,JFK,PBI,132,1028,10,20,2013-09-17T14:00:00Z
2013,1,16,NA,1416,NA,NA,1650,NA,FL,349,N717JL,LGA,ATL,NA,762,14,16,2013-01-16T19:00:00Z
2013,9,26,1651,1651,0,1931,1957,-26,B6,89,N521JB,JFK,SAN,319,2446,16,51,2013-09-26T20:00:00Z
2013,12,30,1521,1530,-9,1700,1713,-13,9E,3303,N296PQ,LGA,MKE,116,738,15,30,2013-12-30T20:00:00Z
2013,7,22,2357,2130,147,223,2359,144,B6,1677,N324JB,JFK,JAX,111,828,21,30,2013-07-23T01:00:00Z
2013,2,1,622,625,-3,722,730,-8,WN,3127,N723SW,EWR,BWI,45,169,6,25,2013-02-01T11:00:00Z
2013,3,20,1822,1730,52,2137,2028,69,DL,1585,N964DL,LGA,MCO,161,950,17,30,2013-03-20T21:00:00Z
2013,6,20,807,820,-13,1019,1043,-24,EV,5537,N760EV,LGA,MCI,148,1107,8,20,2013-06-20T12:00:00Z
2013,4,5,1624,1630,-6,1848,1853,-5,DL,1771,N325NB,JFK,DTW,102,509,16,30,2013-04-05T20:00:00Z
2013,3,21,1241,1245,-4,1537,1550,-13,AA,745,N3HWAA,LGA,DFW,199,1389,12,45,2013-03-21T16:00:00Z
2013,1,26,1619,1620,-1,2021,2003,18,US,35,N546UW,JFK,PHX,326,2153,16,20,2013-01-26T21:00:00Z
2013,5,31,1639,1640,-1,1845,1845,0,MQ,4540,N738MQ,LGA,DTW,81,502,16,40,2013-05-31T20:00:00Z
2013,7,4,1849,1845,4,2039,2113,-34,DL,245,N3750D,JFK,PHX,263,2153,18,45,2013-07-04T22:00:00Z
2013,4,1,722,725,-3,1008,1030,-22,AS,21,N403AS,EWR,SEA,326,2402,7,25,2013-04-01T11:00:00Z
2013,5,26,1754,1800,-6,2039,2121,-42,UA,550,N540UA,EWR,SAT,198,1569,18,0,2013-05-26T22:00:00Z
2013,7,11,1034,1028,6,1410,1339,31,UA,1150,N39418,EWR,SFO,330,2565,10,28,2013-07-11T14:00:00Z
2013,2,8,NA,1345,NA,NA,1457,NA,B6,602,N351JB,JFK,PWM,NA,273,13,45,2013-02-08T18:00:00Z
2013,8,14,1507,1459,8,1826,1755,31,UA,1211,N34282,EWR,AUS,233,1504,14,59,2013-08-14T18:00:00Z
2013,3,30,705,709,-4,955,1009,-14,B6,987,N554JB,JFK,MCO,132,944,7,9,2013-03-30T11:00:00Z
2013,10,13,1510,1459,11,1821,1804,17,B6,325,N507JB,JFK,TPA,135,1005,14,59,2013-10-13T18:00:00Z
2013,8,26,656,705,-9,938,1015,-37,AA,2279,N3CPAA,LGA,MIA,137,1096,7,5,2013-08-26T11:00:00Z
2013,10,10,2023,2000,23,2135,2120,15,US,2195,N752US,LGA,DCA,43,214,20,0,2013-10-11T00:00:00Z
2013,3,7,1904,1901,3,2147,2206,-19,UA,1637,N26215,EWR,TPA,140,997,19,1,2013-03-08T00:00:00Z
2013,10,1,820,825,-5,1008,1022,-14,B6,219,N258JB,JFK,CLT,73,541,8,25,2013-10-01T12:00:00Z
2013,1,20,1914,1920,-6,2307,2258,9,DL,6,N3745B,JFK,SLC,305,1990,19,20,2013-01-21T00:00:00Z
2013,6,24,2111,1559,312,28,1925,303,DL,1373,N941DL,JFK,MIA,143,1089,15,59,2013-06-24T19:00:00Z
2013,10,11,NA,1600,NA,NA,1905,NA,AA,1156,N3FUAA,LGA,DFW,NA,1389,16,0,2013-10-11T20:00:00Z
2013,8,27,746,752,-6,901,913,-12,B6,2702,N249JB,JFK,BUF,55,301,7,52,2013-08-27T11:00:00Z
2013,6,1,555,600,-5,821,835,-14,B6,517,N648JB,EWR,MCO,118,937,6,0,2013-06-01T10:00:00Z
2013,12,6,517,515,2,813,814,-1,UA,1012,N18220,EWR,IAH,209,1400,5,15,2013-12-06T10:00:00Z
2013,12,22,NA,1738,NA,NA,1930,NA,EV,4622,N29917,EWR,CMH,NA,463,17,38,2013-12-22T22:00:00Z
2013,12,2,914,930,-16,1213,1221,-8,B6,199,N508JB,LGA,MCO,140,950,9,30,2013-12-02T14:00:00Z
2013,4,18,1212,1200,12,1519,1505,14,AA,3,N336AA,JFK,LAX,339,2475,12,0,2013-04-18T16:00:00Z
2013,10,10,1648,1629,19,1926,1919,7,UA,1695,N12125,EWR,IAH,192,1400,16,29,2013-10-10T20:00:00Z
2013,5,5,932,930,2,1141,1209,-28,UA,696,N565UA,EWR,LAS,281,2227,9,30,2013-05-05T13:00:00Z
2013,8,23,657,700,-3,852,900,-8,9E,3769,N841AY,EWR,CVG,94,569,7,0,2013-08-23T11:00:00Z
2013,7,6,627,632,-5,904,930,-26,UA,1701,N45440,EWR,FLL,141,1065,6,32,2013-07-06T10:00:00Z
2013,3,20,1910,1859,11,2133,2125,8,FL,645,N926AT,LGA,ATL,119,762,18,59,2013-03-20T22:00:00Z
2013,5,10,1109,1107,2,1202,1212,-10,EV,4125,N14177,EWR,ALB,34,143,11,7,2013-05-10T15:00:00Z
2013,2,26,1133,1134,-1,1510,1445,25,UA,1601,N37287,EWR,FLL,191,1065,11,34,2013-02-26T16:00:00Z
2013,2,28,859,900,-1,1128,1220,-52,AA,1,N319AA,JFK,LAX,311,2475,9,0,2013-02-28T14:00:00Z
2013,7,11,1613,1505,68,1928,1835,53,AA,1769,N397AA,JFK,MIA,163,1089,15,5,2013-07-11T19:00:00Z
2013,10,13,923,912,11,1033,1025,8,B6,208,N228JB,JFK,PWM,44,273,9,12,2013-10-13T13:00:00Z
2013,11,1,853,900,-7,1143,1144,-1,DL,1747,N985DL,LGA,ATL,124,762,9,0,2013-11-01T13:00:00Z
2013,8,3,1605,1605,0,1806,1820,-14,EV,4294,N13566,EWR,SAV,100,708,16,5,2013-08-03T20:00:00Z
2013,12,7,1342,1250,52,1432,1350,42,AA,178,N3GAAA,JFK,BOS,32,187,12,50,2013-12-07T17:00:00Z
2013,1,27,1125,1130,-5,1313,1306,7,EV,4319,N13133,EWR,RDU,71,416,11,30,2013-01-27T16:00:00Z
2013,10,5,658,656,2,914,909,5,EV,4122,N14162,EWR,SDF,104,642,6,56,2013-10-05T10:00:00Z
2013,2,24,2133,2112,21,2249,2224,25,EV,4119,N14902,EWR,RIC,53,277,21,12,2013-02-25T02:00:00Z
2013,1,12,1650,1656,-6,1739,1806,-27,US,1896,N947UW,LGA,PHL,30,96,16,56,2013-01-12T21:00:00Z
2013,1,14,1538,1545,-7,1848,1850,-2,DL,2377,N338NW,LGA,MCO,140,950,15,45,2013-01-14T20:00:00Z
2013,2,7,1350,1350,0,1536,1518,18,EV,4171,N14570,EWR,MSN,136,799,13,50,2013-02-07T18:00:00Z
2013,1,8,1718,1725,-7,1919,1933,-14,EV,4301,N15986,EWR,CVG,103,569,17,25,2013-01-08T22:00:00Z
2013,8,23,1529,1529,0,1701,1717,-16,EV,5675,N12136,EWR,CMH,77,463,15,29,2013-08-23T19:00:00Z
2013,9,16,959,1000,-1,1116,1128,-12,UA,775,N454UA,EWR,ORD,117,719,10,0,2013-09-16T14:00:00Z
2013,11,21,1140,1145,-5,1247,1310,-23,EV,3827,N12957,EWR,ORF,51,284,11,45,2013-11-21T16:00:00Z
2013,9,30,650,655,-5,753,809,-16,B6,318,N203JB,JFK,BOS,40,187,6,55,2013-09-30T10:00:00Z
2013,7,23,751,752,-1,949,953,-4,EV,4104,N13202,EWR,CHS,90,628,7,52,2013-07-23T11:00:00Z
2013,6,3,1243,1250,-7,1446,1501,-15,UA,368,N461UA,EWR,MSY,165,1167,12,50,2013-06-03T16:00:00Z
2013,10,7,1252,1259,-7,1505,1501,4,US,1895,N150UW,LGA,CLT,91,544,12,59,2013-10-07T16:00:00Z
2013,2,25,1414,1410,4,1706,1703,3,B6,1161,N657JB,LGA,PBI,155,1035,14,10,2013-02-25T19:00:00Z
2013,3,31,1130,1135,-5,1428,1447,-19,DL,1552,N353NB,LGA,RSW,157,1080,11,35,2013-03-31T15:00:00Z
2013,4,8,838,829,9,1028,1024,4,MQ,4607,N509MQ,LGA,CMH,73,479,8,29,2013-04-08T12:00:00Z
2013,5,7,1935,1925,10,2032,2105,-33,WN,3135,N486WN,LGA,MKE,98,738,19,25,2013-05-07T23:00:00Z
2013,8,16,1717,1720,-3,1817,1850,-33,MQ,3365,N812MQ,JFK,DCA,38,213,17,20,2013-08-16T21:00:00Z
2013,12,20,1715,1655,20,2005,1930,35,WN,928,N8306H,LGA,DEN,260,1620,16,55,2013-12-20T21:00:00Z
2013,10,23,2046,2035,11,2150,2204,-14,9E,3395,N926XJ,JFK,DCA,46,213,20,35,2013-10-24T00:00:00Z
2013,10,11,926,931,-5,1255,1235,20,B6,271,N595JB,LGA,FLL,139,1076,9,31,2013-10-11T13:00:00Z
2013,5,7,659,700,-1,958,1011,-13,DL,763,N706TW,JFK,LAX,320,2475,7,0,2013-05-07T11:00:00Z
2013,5,24,2048,2040,8,12,2353,19,B6,165,N547JB,JFK,PDX,332,2454,20,40,2013-05-25T00:00:00Z
2013,7,20,1447,1455,-8,1618,1645,-27,MQ,3359,N851MQ,JFK,RDU,68,427,14,55,2013-07-20T18:00:00Z
2013,4,8,1640,1640,0,1836,1845,-9,EV,4997,N135EV,EWR,DTW,93,488,16,40,2013-04-08T20:00:00Z
2013,3,23,1126,1130,-4,1431,1437,-6,UA,703,N560UA,JFK,LAX,341,2475,11,30,2013-03-23T15:00:00Z
2013,4,8,2016,2005,11,2113,2109,4,EV,4566,N13949,EWR,ALB,30,143,20,5,2013-04-09T00:00:00Z
2013,2,9,NA,1100,NA,NA,1215,NA,US,2171,NA,LGA,DCA,NA,214,11,0,2013-02-09T16:00:00Z
2013,7,1,2047,2000,47,2144,2116,28,US,2189,N721UW,LGA,DCA,39,214,20,0,2013-07-02T00:00:00Z
2013,6,9,618,600,18,833,815,18,FL,345,N149AT,LGA,ATL,117,762,6,0,2013-06-09T10:00:00Z
2013,4,8,1521,1523,-2,1626,1636,-10,EV,4583,N11536,EWR,PWM,49,284,15,23,2013-04-08T19:00:00Z
2013,2,25,1512,1515,-3,1845,1805,40,UA,1490,N69059,EWR,IAH,229,1400,15,15,2013-02-25T20:00:00Z
2013,10,19,714,720,-6,1002,1030,-28,AS,15,N419AS,EWR,SEA,325,2402,7,20,2013-10-19T11:00:00Z
2013,3,30,1023,1029,-6,1304,1306,-2,DL,1529,N397DA,JFK,LAS,320,2248,10,29,2013-03-30T14:00:00Z
2013,5,16,1258,1301,-3,1345,1412,-27,B6,1008,N355JB,JFK,BOS,33,187,13,1,2013-05-16T17:00:00Z
2013,3,21,1433,1430,3,1727,1729,-2,UA,975,N568UA,LGA,IAH,202,1416,14,30,2013-03-21T18:00:00Z
2013,2,14,1154,1200,-6,1252,1305,-13,US,2126,N955UW,LGA,BOS,33,184,12,0,2013-02-14T17:00:00Z
2013,10,23,822,829,-7,1206,1139,27,AA,2267,N3ACAA,LGA,MIA,181,1096,8,29,2013-10-23T12:00:00Z
2013,5,9,857,900,-3,1009,1025,-16,US,2167,N744P,LGA,DCA,39,214,9,0,2013-05-09T13:00:00Z
2013,8,29,1303,1300,3,1536,1550,-14,AA,745,N3DUAA,LGA,DFW,174,1389,13,0,2013-08-29T17:00:00Z
2013,12,3,1054,1046,8,1234,1227,7,EV,4548,N14198,EWR,RDU,67,416,10,46,2013-12-03T15:00:00Z
2013,2,12,1652,1700,-8,1754,1817,-23,US,2183,N770UW,LGA,DCA,46,214,17,0,2013-02-12T22:00:00Z
2013,8,21,829,830,-1,1054,1126,-32,UA,1626,N24702,EWR,SAN,307,2425,8,30,2013-08-21T12:00:00Z
2013,5,31,1756,1745,11,2005,2021,-16,DL,884,N371NW,LGA,DEN,211,1620,17,45,2013-05-31T21:00:00Z
2013,6,17,639,640,-1,1013,1040,-27,AA,413,N3JSAA,JFK,SJU,188,1598,6,40,2013-06-17T10:00:00Z
2013,3,28,1914,1915,-1,2126,2202,-36,DL,1345,N397DA,JFK,PHX,294,2153,19,15,2013-03-28T23:00:00Z
2013,8,24,1355,1400,-5,1621,1632,-11,DL,2247,N912DL,LGA,ATL,108,762,14,0,2013-08-24T18:00:00Z
2013,5,24,2332,2045,167,31,2159,152,B6,1178,N236JB,EWR,BOS,40,200,20,45,2013-05-25T00:00:00Z
2013,6,2,2051,2047,4,2300,2235,25,9E,3395,N901XJ,JFK,DCA,61,213,20,47,2013-06-03T00:00:00Z
2013,7,11,758,800,-2,905,909,-4,B6,1491,N190JB,JFK,ACK,52,199,8,0,2013-07-11T12:00:00Z
2013,4,6,1643,1600,43,1748,1748,0,9E,3459,N601LR,JFK,BNA,108,765,16,0,2013-04-06T20:00:00Z
2013,6,3,1443,1450,-7,1623,1635,-12,MQ,4403,N840MQ,JFK,RDU,71,427,14,50,2013-06-03T18:00:00Z
2013,1,23,1243,1245,-2,1545,1550,-5,AA,745,N3HWAA,LGA,DFW,210,1389,12,45,2013-01-23T17:00:00Z
2013,6,20,1123,1126,-3,1354,1415,-21,UA,703,N560UA,JFK,LAX,315,2475,11,26,2013-06-20T15:00:00Z
2013,5,5,1436,1440,-4,1721,1742,-21,DL,1902,N334NW,LGA,PBI,140,1035,14,40,2013-05-05T18:00:00Z
2013,4,12,558,600,-2,917,854,23,B6,501,N708JB,JFK,FLL,154,1069,6,0,2013-04-12T10:00:00Z
2013,5,29,1130,847,163,1427,1135,172,UA,1025,N23708,LGA,IAH,200,1416,8,47,2013-05-29T12:00:00Z
2013,6,17,1404,1359,5,1610,1601,9,EV,4687,N14562,EWR,CVG,100,569,13,59,2013-06-17T17:00:00Z
2013,6,15,1520,1455,25,1927,1905,22,AA,1635,N5FMAA,JFK,SJU,201,1598,14,55,2013-06-15T18:00:00Z
2013,5,8,1954,1855,59,2223,2050,93,MQ,4649,N8EGMQ,LGA,MSP,132,1020,18,55,2013-05-08T22:00:00Z
2013,6,28,NA,1523,NA,NA,1641,NA,EV,3267,N18557,EWR,ORF,NA,284,15,23,2013-06-28T19:00:00Z
2013,8,5,1853,1859,-6,2131,2147,-16,B6,711,N636JB,JFK,LAS,301,2248,18,59,2013-08-05T22:00:00Z
2013,4,23,829,830,-1,1050,1029,21,9E,4220,N8495B,JFK,RDU,77,427,8,30,2013-04-23T12:00:00Z
2013,7,28,2332,1815,317,40,1945,295,WN,2603,N247WN,LGA,BNA,113,764,18,15,2013-07-28T22:00:00Z
2013,11,26,1620,1615,5,1828,1800,28,MQ,3301,N543MQ,LGA,RDU,83,431,16,15,2013-11-26T21:00:00Z
2013,11,13,556,611,-15,850,912,-22,B6,601,N709JB,JFK,FLL,147,1069,6,11,2013-11-13T11:00:00Z
2013,9,12,2111,1507,364,2332,1729,363,UA,745,N511UA,LGA,DEN,219,1620,15,7,2013-09-12T19:00:00Z
2013,9,24,2042,2045,-3,16,53,-37,DL,347,N3755D,JFK,SJU,184,1598,20,45,2013-09-25T00:00:00Z
2013,6,10,1513,1452,21,1802,1709,53,B6,119,N197JB,JFK,MSY,169,1182,14,52,2013-06-10T18:00:00Z
2013,6,16,1334,1335,-1,1453,1455,-2,MQ,3678,N6EAMQ,EWR,ORD,121,719,13,35,2013-06-16T17:00:00Z
2013,1,5,641,645,-4,738,754,-16,B6,1002,N793JB,JFK,BOS,38,187,6,45,2013-01-05T11:00:00Z
2013,8,11,1146,1149,-3,1312,1307,5,EV,4633,N12195,EWR,BTV,51,266,11,49,2013-08-11T15:00:00Z
2013,1,26,2134,2125,9,2228,2235,-7,UA,1066,N33286,EWR,BOS,36,200,21,25,2013-01-27T02:00:00Z
2013,2,28,1824,1820,4,2135,2150,-15,AA,119,N3JKAA,EWR,LAX,315,2454,18,20,2013-02-28T23:00:00Z
2013,12,10,NA,1500,NA,NA,1641,NA,UA,1048,NA,LGA,ORD,NA,733,15,0,2013-12-10T20:00:00Z
2013,6,3,2104,2100,4,2316,2327,-11,DL,1247,N367NW,LGA,ATL,107,762,21,0,2013-06-04T01:00:00Z
2013,5,12,2054,2055,-1,2349,2359,-10,UA,273,N481UA,EWR,FLL,156,1065,20,55,2013-05-13T00:00:00Z
2013,6,14,2132,2133,-1,24,23,1,UA,1417,N24224,EWR,PBI,138,1023,21,33,2013-06-15T01:00:00Z
2013,5,20,831,700,91,1141,1007,94,DL,2003,N983DL,LGA,MIA,150,1096,7,0,2013-05-20T11:00:00Z
2013,7,7,1643,1641,2,1929,1913,16,EV,3854,N16559,EWR,ATL,125,746,16,41,2013-07-07T20:00:00Z
2013,8,24,1809,1815,-6,2011,2045,-34,DL,926,N308DE,EWR,ATL,101,746,18,15,2013-08-24T22:00:00Z
2013,5,28,1826,1830,-4,1949,1940,9,MQ,3944,N675MQ,JFK,BWI,40,184,18,30,2013-05-28T22:00:00Z
2013,2,15,1840,1845,-5,2014,2030,-16,MQ,4517,N713MQ,LGA,CRW,78,444,18,45,2013-02-15T23:00:00Z
2013,8,27,1725,1700,25,2013,2000,13,AA,773,N3GCAA,LGA,DFW,181,1389,17,0,2013-08-27T21:00:00Z
2013,4,20,1548,1553,-5,1703,1724,-21,UA,1680,N26208,EWR,ORD,112,719,15,53,2013-04-20T19:00:00Z
2013,4,9,623,625,-2,902,915,-13,WN,815,N379SW,EWR,HOU,203,1411,6,25,2013-04-09T10:00:00Z
2013,8,5,712,630,42,853,829,24,EV,4471,N17984,EWR,CLT,79,529,6,30,2013-08-05T10:00:00Z
2013,7,30,623,630,-7,814,829,-15,EV,4471,N13988,EWR,CLT,83,529,6,30,2013-07-30T10:00:00Z
2013,12,20,1154,1155,-1,1405,1355,10,MQ,3616,N516MQ,LGA,MSP,167,1020,11,55,2013-12-20T16:00:00Z
2013,11,18,958,1000,-2,1229,1245,-16,DL,1847,N941DL,LGA,ATL,117,762,10,0,2013-11-18T15:00:00Z
2013,7,11,2213,2101,72,153,100,53,B6,1103,N789JB,JFK,SJU,193,1598,21,1,2013-07-12T01:00:00Z
2013,1,31,1040,1000,40,1419,1310,69,UA,454,N421UA,EWR,FLL,185,1065,10,0,2013-01-31T15:00:00Z
2013,12,29,2013,1930,43,2310,2236,34,DL,1485,N962DL,LGA,MCO,142,950,19,30,2013-12-30T00:00:00Z
2013,2,23,1648,1655,-7,2051,2029,22,DL,706,N301NB,JFK,AUS,248,1521,16,55,2013-02-23T21:00:00Z
2013,3,30,1900,1910,-10,2151,2227,-36,DL,83,N3765,JFK,FLL,138,1069,19,10,2013-03-30T23:00:00Z
2013,5,23,2220,2100,80,46,2338,68,B6,399,N592JB,LGA,MCO,130,950,21,0,2013-05-24T01:00:00Z
2013,5,12,2029,2030,-1,2141,2150,-9,WN,490,N764SW,EWR,MDW,109,711,20,30,2013-05-13T00:00:00Z
2013,10,9,746,750,-4,1028,1049,-21,B6,901,N503JB,JFK,FLL,145,1069,7,50,2013-10-09T11:00:00Z
2013,11,27,1514,1520,-6,1854,1839,15,DL,1982,N353NB,LGA,MIA,175,1096,15,20,2013-11-27T20:00:00Z
2013,6,12,1306,1309,-3,1419,1424,-5,B6,604,N348JB,JFK,PWM,56,273,13,9,2013-06-12T17:00:00Z
2013,4,19,2318,1855,263,244,2210,274,VX,169,N638VA,EWR,LAX,349,2454,18,55,2013-04-19T22:00:00Z
2013,6,22,1633,1636,-3,1757,1805,-8,B6,918,N309JB,JFK,BOS,42,187,16,36,2013-06-22T20:00:00Z
2013,3,18,556,600,-4,820,825,-5,MQ,4650,N506MQ,LGA,ATL,125,762,6,0,2013-03-18T10:00:00Z
2013,3,27,658,700,-2,1000,1008,-8,UA,1701,N36280,EWR,FLL,162,1065,7,0,2013-03-27T11:00:00Z
2013,10,1,2018,2022,-4,2136,2200,-24,UA,1464,N26210,EWR,CLE,56,404,20,22,2013-10-02T00:00:00Z
2013,5,18,1009,1015,-6,1205,1230,-25,US,75,N658AW,EWR,PHX,274,2133,10,15,2013-05-18T14:00:00Z
2013,3,1,1535,1529,6,1803,1841,-38,UA,1200,N17245,EWR,SAN,307,2425,15,29,2013-03-01T20:00:00Z
2013,6,6,1913,1919,-6,2205,2210,-5,UA,1259,N77295,LGA,IAH,200,1416,19,19,2013-06-06T23:00:00Z
2013,9,23,1015,929,46,1259,1234,25,UA,456,N449UA,EWR,FLL,146,1065,9,29,2013-09-23T13:00:00Z
2013,1,1,2053,2055,-2,2254,2250,4,MQ,4573,N730MQ,LGA,DTW,102,502,20,55,2013-01-02T01:00:00Z
2013,12,28,1712,1659,13,1824,1827,-3,B6,2302,N203JB,JFK,BUF,58,301,16,59,2013-12-28T21:00:00Z
2013,11,20,751,755,-4,903,925,-22,WN,398,N489WN,EWR,MDW,106,711,7,55,2013-11-20T12:00:00Z
2013,6,26,2226,1920,186,2322,2047,155,UA,1703,N78501,EWR,BOS,37,200,19,20,2013-06-26T23:00:00Z
2013,9,8,550,600,-10,657,716,-19,EV,5716,N827AS,JFK,IAD,46,228,6,0,2013-09-08T10:00:00Z
2013,11,6,1152,1159,-7,1255,1309,-14,MQ,3386,N808MQ,JFK,DCA,43,213,11,59,2013-11-06T16:00:00Z
2013,2,8,NA,1600,NA,NA,1912,NA,DL,4,N3757D,JFK,MCO,NA,944,16,0,2013-02-08T21:00:00Z
2013,8,3,951,955,-4,1127,1115,12,MQ,3670,N3AEMQ,LGA,BNA,115,764,9,55,2013-08-03T13:00:00Z
2013,5,31,1830,1830,0,2027,2100,-33,WN,1545,N268WN,EWR,MSY,154,1167,18,30,2013-05-31T22:00:00Z
2013,5,5,800,800,0,1052,1129,-37,UA,1199,N38459,EWR,LAX,326,2454,8,0,2013-05-05T12:00:00Z
2013,3,18,841,845,-4,1032,1035,-3,9E,4220,N8736A,JFK,RDU,76,427,8,45,2013-03-18T12:00:00Z
2013,4,7,841,845,-4,1024,1035,-11,9E,4220,N8736A,JFK,RDU,67,427,8,45,2013-04-07T12:00:00Z
2013,3,7,2110,2040,30,2323,2148,95,B6,1020,N805JB,JFK,BOS,44,187,20,40,2013-03-08T01:00:00Z
2013,5,1,622,630,-8,848,844,4,DL,575,N359NB,EWR,ATL,114,746,6,30,2013-05-01T10:00:00Z
2013,1,3,1132,1125,7,1323,1325,-2,WN,1057,N480WN,LGA,STL,148,888,11,25,2013-01-03T16:00:00Z
2013,11,27,1942,1900,42,2207,2124,43,9E,3992,N8977A,LGA,GSP,100,610,19,0,2013-11-28T00:00:00Z
2013,9,20,850,850,0,1135,1144,-9,UA,1626,N37408,EWR,SAN,315,2425,8,50,2013-09-20T12:00:00Z
2013,7,26,1430,1330,60,1716,1558,78,DL,2043,N317NB,JFK,ATL,142,760,13,30,2013-07-26T17:00:00Z
2013,4,5,1626,1635,-9,1828,1856,-28,US,656,N664AW,EWR,PHX,287,2133,16,35,2013-04-05T20:00:00Z
2013,2,7,1813,1753,20,2131,2105,26,UA,535,N560UA,JFK,LAX,348,2475,17,53,2013-02-07T22:00:00Z
2013,3,2,853,900,-7,1211,1224,-13,DL,120,N721TW,JFK,LAX,331,2475,9,0,2013-03-02T14:00:00Z
2013,7,9,632,635,-3,823,826,-3,US,1032,N198UW,EWR,CLT,78,529,6,35,2013-07-09T10:00:00Z
